Gender,Name,Nationality,Age,Height,Weight,Occupation,Kids,Dish
F,Isabel,Korea,29,189,111,Teaching,0,Steak
F,Teresa,China,22,152,78,Finance,3,Gnocchi
M,Louis,UK,24,159,97,Physics,1,Garlic butter naans
M,Kim,Chile,27,170,93,Theater,3,Hamburger
M,Eric,Luxembourg,26,159,68,Mathematics,2,Fish
F,Charlie,China,21,173,77,Unemployed,0,Sushi
F,Elsa,Russia,30,186,107,Finance,2,Gnocchi
F,Marie,France,26,181,79,Biology,0,Pizza
F,Mia,South Africa,26,160,102,Psychology,2,Garlic butter naans
F,Sara,Greece,27,164,118,Finance,2,Kebab
F,Elsa,UK,24,194,110,Business,1,Garlic butter naans
M,Jamie,Spain,29,166,98,Physics,1,Fish
M,Jude,Japan,28,186,120,Finance,0,Fish
M,Kevin,Italy,26,190,114,Finance,2,Steak
F,Sabrina,Russia,23,192,119,Theater,3,Fish
F,Isabel,Luxembourg,27,194,108,Mathematics,2,Gnocchi
M,Tim,France,20,157,66,Physics,1,Spaghetti
M,Tim,Greece,21,160,60,Theater,1,Gnocchi
F,Zoey,Jamaica,24,185,103,Teaching,2,Steak
M,Pedro,China,22,174,78,Teaching,2,Pizza
F,Kim,Luxembourg,30,175,108,Business,3,Steak
F,Hannah,Italy,24,151,80,Finance,0,Gnocchi
F,Isabel,Russia,24,181,91,Finance,0,Spaghetti
M,Charlie,UK,23,175,76,Physics,1,Garlic butter naans
M,Roy,Luxembourg,30,169,94,Psychology,1,Steak
M,Pedro,Russia,22,194,100,Literature,0,Fish
M,Sofyan,South Africa,23,191,97,Mathematics,3,Fish
F,Emma,Chile,20,168,112,Computer Science,1,Kebab
M,Pedro,US,22,170,74,Physics,2,Garlic butter naans
M,Carlos,Russia,23,183,86,Computer Science,0,Salad
M,Roy,US,28,150,67,Medecine,1,Garlic butter naans
M,Yannick,France,21,175,112,Medecine,2,Steak
F,Isabel,UK,27,195,97,Finance,1,Garlic butter naans
M,Jim,US,23,173,79,Computer Science,3,Steak
M,Sofyan,China,25,169,65,Physics,0,Gnocchi
F,Jude,Chile,26,175,117,Psychology,1,Fish
F,Zoey,Germany,22,169,94,Computer Science,0,Garlic butter naans
F,Charlie,Luxembourg,24,167,86,Biology,0,Garlic butter naans
M,Kim,Spain,26,180,101,Music,0,Spaghetti
M,Sam,Spain,28,182,73,Music,0,Spaghetti
M,Eric,Chile,26,193,97,Finance,3,Garlic butter naans
F,Jeanne,Canada,22,172,69,Theater,2,Kebab
M,Sofyan,Germany,29,183,101,Mathematics,1,Fish
M,Tom,Sweden,27,186,95,Music,0,Pizza
M,Carlos,China,20,195,96,Medecine,0,Gnocchi
F,Hannah,Russia,25,194,117,Music,0,Pizza
M,Louis,Chile,22,189,79,Mathematics,0,Hamburger
F,Jude,Canada,30,190,80,Music,1,Garlic butter naans
F,Jamie,China,26,153,103,Teaching,2,Garlic butter naans
F,Jeanne,Spain,28,186,111,Music,1,Spaghetti
M,Pedro,South Africa,23,174,74,Psychology,0,Pizza
M,Jude,Sweden,30,190,92,Literature,1,Gnocchi
F,Sam,Canada,29,188,107,Medecine,0,Pizza
M,Jude,Greece,30,186,99,Literature,0,Fish
M,Eric,South Africa,20,178,80,Psychology,3,Spaghetti
F,Sophie,Germany,20,164,68,Biology,0,Salad
M,Kim,Russia,24,182,91,Music,3,Hamburger
M,Sam,Russia,24,176,97,Literature,2,Pizza
M,Sofyan,Jamaica,20,166,108,Physics,0,Salad
M,Charlie,US,21,170,85,Physics,1,Pizza
F,Lucie,Sweden,28,156,92,Finance,1,Garlic butter naans
M,Tim,Germany,30,190,108,Psychology,0,Gnocchi
M,Jim,Germany,25,178,109,Computer Science,1,Hamburger
M,Carlos,Greece,24,169,97,Physics,1,Hamburger
F,Marie,South Africa,24,157,92,Computer Science,1,Sushi
F,Ivy,South Africa,22,166,75,Mathematics,2,Salad
F,Sam,Jamaica,24,170,96,Music,1,Fish
F,Isabel,Canada,22,183,99,Biology,3,Gnocchi
M,Jude,Germany,23,179,87,Mathematics,3,Kebab
M,Sofyan,Russia,28,191,110,Literature,3,Kebab
F,Elsa,UK,23,151,59,Finance,0,Salad
F,Kim,Japan,30,177,103,Medecine,2,Steak
M,Sofyan,Germany,27,169,82,Business,3,Salad
M,Sam,Japan,29,161,75,Biology,2,Pizza
M,Yannick,Germany,26,157,103,Mathematics,1,Salad
M,Yannick,Korea,30,184,76,Unemployed,3,Spaghetti
M,Joel,France,21,185,110,Music,3,Gnocchi
M,Sam,Korea,28,152,47,Business,1,Fish
F,Olivia,Korea,27,187,111,Business,1,Kebab
F,Mia,Luxembourg,22,161,91,Business,0,Garlic butter naans
F,Olivia,Chile,22,185,113,Music,3,Fish
F,Sara,China,27,167,57,Literature,3,Garlic butter naans
M,Pedro,UK,24,173,84,Mathematics,1,Pizza
F,Kim,Sweden,24,177,97,Unemployed,0,Sushi
M,Tim,Jamaica,20,169,61,Literature,1,Kebab
M,Roy,China,25,163,62,Mathematics,3,Gnocchi
M,Kim,Canada,23,158,62,Biology,1,Sushi
F,Sam,Canada,20,156,83,Biology,3,Garlic butter naans
M,Tim,Greece,26,184,115,Finance,1,Spaghetti
F,Jamie,China,28,185,96,Biology,2,Hamburger
M,Tom,Greece,26,162,116,Physics,2,Fish
M,Yannick,Spain,27,188,116,Theater,3,Kebab
M,Joel,Luxembourg,22,160,104,Finance,1,Hamburger
M,Carlos,Germany,29,176,66,Music,0,Salad
M,Yannick,China,29,155,118,Business,1,Kebab
M,Tom,Russia,22,170,107,Psychology,3,Gnocchi
F,Marie,Greece,22,154,79,Psychology,0,Fish
M,Sam,Canada,29,177,73,Literature,3,Sushi
M,Yannick,UK,21,175,73,Computer Science,3,Garlic butter naans
M,Tim,China,20,154,61,Biology,0,Pizza
F,Jeanne,Russia,26,167,114,Medecine,2,Steak
M,Kim,South Africa,21,184,98,Physics,0,Salad
F,Emma,UK,23,191,104,Theater,2,Pizza
F,Sam,France,24,174,110,Computer Science,2,Kebab
M,Roy,UK,28,165,67,Finance,3,Hamburger
F,Emma,China,29,181,100,Mathematics,2,Steak
M,Sam,Luxembourg,27,176,77,Biology,3,Salad
M,Jude,Korea,30,182,78,Business,0,Steak
F,Hannah,France,25,190,94,Music,3,Pizza
M,Jude,US,30,154,92,Medecine,2,Fish
F,Olivia,Japan,20,153,66,Business,0,Steak
M,Pedro,Italy,27,180,92,Music,3,Hamburger
F,Teresa,France,20,189,84,Medecine,2,Sushi
M,Pedro,Spain,30,187,81,Music,1,Fish
M,Yannick,Jamaica,21,155,68,Biology,3,Kebab
M,Carlos,US,23,170,92,Theater,3,Steak
F,Hannah,Italy,26,188,83,Theater,1,Garlic butter naans
M,Valentin,Russia,26,166,89,Finance,3,Spaghetti
M,Tim,Japan,21,177,75,Music,1,Gnocchi
F,Isabel,Chile,27,156,77,Music,2,Gnocchi
M,Jude,China,23,170,118,Physics,1,Gnocchi
M,Louis,Germany,29,157,100,Literature,0,Gnocchi
F,Isabel,Germany,30,166,94,Biology,0,Sushi
M,Jim,Chile,23,173,110,Business,0,Gnocchi
M,Eric,Spain,23,171,63,Teaching,2,Sushi
M,Jamie,Russia,21,190,112,Music,1,Kebab
F,Kim,Canada,25,157,47,Unemployed,0,Salad
F,Sophie,Canada,20,156,92,Computer Science,1,Kebab
M,Yannick,Italy,30,165,80,Physics,3,Pizza
M,Roy,Greece,28,194,99,Literature,2,Sushi
F,Jamie,Jamaica,22,179,107,Biology,2,Fish
M,Fabio,Luxembourg,27,164,117,Music,3,Gnocchi
F,Sara,South Africa,24,184,79,Biology,3,Hamburger
M,Yannick,Germany,27,172,103,Physics,2,Fish
M,Joel,Korea,20,173,96,Computer Science,2,Steak
M,Fabio,Spain,23,185,82,Medecine,0,Sushi
F,Ivy,Russia,25,178,105,Theater,3,Hamburger
M,Valentin,Russia,25,195,113,Music,0,Kebab
M,Joel,Jamaica,21,181,99,Business,2,Steak
M,Sofyan,Spain,23,151,45,Business,3,Pizza
M,Jean,Sweden,21,151,62,Mathematics,1,Fish
M,Roy,Greece,21,156,56,Computer Science,1,Garlic butter naans
F,Jamie,Germany,22,157,57,Medecine,2,Sushi
F,Jeanne,Russia,21,190,86,Finance,0,Garlic butter naans
F,Sophie,Greece,29,193,111,Computer Science,1,Steak
F,Hannah,France,23,193,93,Literature,3,Salad
F,Lucie,Luxembourg,24,178,84,Unemployed,2,Steak
F,Kim,Luxembourg,23,157,65,Literature,3,Salad
M,Sofyan,Japan,28,177,78,Mathematics,2,Sushi
M,Yannick,Spain,26,154,98,Psychology,3,Kebab
F,Teresa,US,20,195,115,Medecine,2,Kebab
F,Zoey,China,21,155,91,Teaching,1,Gnocchi
F,Kim,Jamaica,27,165,109,Music,0,Pizza
M,Jean,UK,29,170,101,Business,2,Sushi
M,Yannick,Canada,27,173,64,Finance,0,Fish
F,Emma,US,20,161,106,Literature,0,Fish
F,Olivia,Korea,21,151,48,Music,2,Salad
M,Fabio,UK,20,163,57,Physics,0,Kebab
F,Isabel,Greece,20,187,94,Unemployed,3,Pizza
F,Marie,Canada,20,164,117,Biology,3,Kebab
F,Mia,UK,29,176,102,Biology,3,Fish
M,Jamie,Sweden,25,183,105,Computer Science,3,Pizza
F,Isabel,South Africa,23,175,73,Psychology,2,Hamburger
M,Eric,Spain,23,188,106,Computer Science,2,Garlic butter naans
F,Jamie,Spain,24,164,69,Medecine,2,Spaghetti
M,Kim,US,28,169,117,Mathematics,0,Kebab
F,Jude,US,25,155,59,Music,2,Garlic butter naans
M,Tom,Sweden,26,167,92,Unemployed,3,Salad
M,Jude,France,28,152,96,Business,0,Hamburger
F,Charlie,Jamaica,29,159,85,Business,3,Hamburger
M,Sam,Japan,29,169,105,Music,3,Hamburger
M,Tom,Jamaica,29,182,101,Psychology,0,Spaghetti
M,Sofyan,Canada,27,155,69,Medecine,3,Hamburger
F,Isabel,US,30,151,77,Finance,3,Sushi
F,Elsa,France,25,169,113,Theater,0,Sushi
F,Jude,South Africa,24,194,106,Mathematics,3,Sushi
M,Sam,China,26,155,79,Medecine,0,Gnocchi
F,Lucie,US,29,178,118,Music,2,Pizza
M,Pedro,Russia,28,154,92,Theater,2,Kebab
M,Roy,Sweden,23,156,55,Mathematics,0,Gnocchi
M,Carlos,Italy,30,190,88,Unemployed,3,Spaghetti
M,Joel,China,20,169,80,Unemployed,2,Steak
M,Joel,Korea,28,187,81,Unemployed,1,Garlic butter naans
M,Jamie,Sweden,23,187,77,Physics,0,Salad
F,Sam,Luxembourg,23,192,105,Music,3,Salad
M,Charlie,Canada,20,164,59,Biology,2,Pizza
F,Olivia,China,22,176,73,Medecine,0,Fish
F,Kim,Japan,22,157,100,Psychology,2,Garlic butter naans
F,Olivia,Italy,25,184,101,Literature,0,Spaghetti
M,Valentin,Canada,30,175,90,Unemployed,3,Hamburger
F,Lucie,Jamaica,26,159,99,Theater,3,Kebab
M,Joel,Sweden,21,184,100,Unemployed,0,Gnocchi
F,Olivia,South Africa,29,163,74,Physics,2,Hamburger
M,Valentin,Sweden,22,179,115,Computer Science,0,Spaghetti
F,Teresa,UK,20,180,72,Literature,1,Garlic butter naans
F,Charlie,Russia,28,188,107,Business,2,Pizza
F,Isabel,Canada,25,172,87,Teaching,3,Kebab
M,Charlie,UK,28,171,90,Business,0,Hamburger
M,Eric,Spain,26,188,98,Teaching,3,Garlic butter naans
M,Roy,Sweden,21,150,75,Biology,3,Steak
F,Ivy,Luxembourg,29,187,102,Physics,0,Pizza
F,Jude,US,21,180,109,Literature,1,Steak
M,Louis,Greece,28,184,100,Literature,1,Pizza
M,Jean,Germany,22,193,115,Business,1,Garlic butter naans
M,Jean,US,26,150,107,Physics,1,Spaghetti
F,Mia,Italy,24,159,94,Finance,2,Sushi
M,Kevin,US,29,176,111,Business,2,Garlic butter naans
F,Sara,Jamaica,23,168,115,Unemployed,0,Hamburger
F,Jeanne,Jamaica,27,193,118,Mathematics,2,Garlic butter naans
M,Jim,Germany,30,185,100,Psychology,2,Sushi
F,Sam,Canada,27,153,53,Literature,1,Gnocchi
F,Jamie,Japan,26,168,96,Unemployed,2,Fish
M,Charlie,Russia,23,184,116,Computer Science,1,Hamburger
M,Louis,Sweden,20,172,92,Finance,2,Kebab
F,Kim,China,24,150,95,Computer Science,0,Hamburger
F,Mia,Japan,28,185,106,Mathematics,3,Salad
F,Zoey,South Africa,21,177,107,Medecine,3,Hamburger
M,Tom,France,26,173,114,Biology,1,Steak
F,Marie,Russia,22,183,114,Computer Science,3,Garlic butter naans
F,Charlie,US,29,194,109,Teaching,1,Steak
M,Yannick,Chile,21,182,81,Mathematics,3,Garlic butter naans
F,Sara,Korea,22,164,94,Finance,3,Salad
M,Jim,Greece,24,161,98,Music,3,Garlic butter naans
F,Zoey,Canada,30,170,104,Literature,0,Hamburger
F,Ivy,Sweden,25,167,75,Literature,3,Kebab
F,Charlie,Jamaica,29,171,114,Literature,2,Pizza
F,Sabrina,Chile,29,179,118,Music,3,Fish
M,Carlos,South Africa,22,164,62,Computer Science,2,Pizza
M,Sofyan,China,20,180,120,Music,2,Gnocchi
F,Kim,Germany,28,162,68,Psychology,0,Fish
M,Jude,Korea,21,168,99,Business,2,Garlic butter naans
M,Tom,UK,27,163,55,Theater,3,Steak
F,Marie,US,28,164,70,Unemployed,2,Sushi
M,Valentin,South Africa,20,175,78,Physics,0,Spaghetti
F,Emma,China,28,162,82,Mathematics,1,Spaghetti
M,Joel,UK,23,160,72,Teaching,2,Salad
F,Zoey,UK,28,193,111,Theater,1,Steak
F,Marie,US,20,152,76,Psychology,1,Sushi
M,Yannick,Russia,25,178,83,Theater,0,Hamburger
F,Hannah,Germany,26,186,98,Teaching,2,Pizza
F,Charlie,Jamaica,20,167,97,Unemployed,0,Spaghetti
M,Charlie,Germany,22,152,115,Business,3,Garlic butter naans
M,Valentin,Germany,23,187,79,Psychology,0,Kebab
M,Carlos,China,27,179,74,Literature,2,Garlic butter naans
F,Sabrina,Greece,23,153,67,Business,1,Hamburger
M,Sofyan,Canada,30,189,81,Mathematics,3,Garlic butter naans
M,Joel,Jamaica,28,170,97,Psychology,1,Spaghetti
M,Jude,Jamaica,30,156,68,Biology,3,Sushi
M,Jude,Canada,27,162,71,Physics,2,Kebab
F,Teresa,China,28,152,68,Unemployed,1,Sushi
F,Isabel,UK,20,183,111,Teaching,0,Steak
M,Sam,Russia,23,186,82,Unemployed,1,Fish
F,Charlie,South Africa,23,194,99,Mathematics,2,Kebab
M,Sofyan,Greece,26,168,98,Mathematics,2,Spaghetti
F,Isabel,Spain,22,162,113,Music,2,Salad
M,Jude,France,22,181,120,Computer Science,2,Steak
F,Charlie,Canada,21,164,101,Physics,2,Salad
F,Olivia,China,20,194,103,Mathematics,0,Salad
M,Jim,China,20,169,76,Psychology,0,Fish
M,Roy,Germany,24,173,79,Literature,2,Pizza
F,Sam,France,26,171,64,Finance,1,Fish
F,Ivy,South Africa,23,151,74,Physics,0,Kebab
F,Teresa,Korea,29,165,76,Medecine,1,Pizza
F,Isabel,South Africa,24,176,119,Finance,2,Kebab
M,Tim,Germany,21,188,103,Business,1,Fish
F,Ivy,Canada,20,171,119,Biology,1,Pizza
M,Sam,France,29,154,108,Teaching,2,Spaghetti
F,Marie,US,29,178,72,Biology,1,Sushi
M,Sofyan,Japan,24,178,86,Business,1,Salad
M,Roy,UK,24,185,92,Mathematics,2,Sushi
M,Jamie,US,24,166,115,Theater,1,Pizza
M,Roy,Spain,21,162,60,Theater,3,Gnocchi
F,Isabel,Korea,26,180,70,Theater,3,Hamburger
M,Sam,France,25,188,103,Psychology,3,Garlic butter naans
M,Kevin,UK,23,151,81,Finance,1,Garlic butter naans
M,Charlie,UK,27,166,84,Business,0,Salad
M,Charlie,Japan,24,155,80,Psychology,0,Steak
M,Kevin,Jamaica,21,189,99,Mathematics,2,Gnocchi
F,Hannah,Japan,24,181,93,Medecine,0,Fish
F,Sabrina,Jamaica,24,176,73,Unemployed,0,Hamburger
F,Marie,Russia,27,190,108,Biology,0,Gnocchi
M,Sam,Luxembourg,24,163,93,Business,0,Gnocchi
F,Marie,Japan,22,186,89,Medecine,2,Hamburger
F,Teresa,UK,23,164,85,Music,1,Steak
F,Zoey,Greece,25,163,85,Mathematics,2,Salad
F,Lucie,Germany,30,189,116,Teaching,2,Sushi
F,Lucie,China,25,178,90,Music,1,Hamburger
F,Isabel,France,29,192,119,Unemployed,2,Garlic butter naans
M,Kim,Greece,22,187,119,Teaching,3,Garlic butter naans
M,Fabio,Canada,24,190,119,Psychology,0,Garlic butter naans
M,Tim,Chile,24,177,110,Teaching,3,Gnocchi
F,Charlie,Chile,21,195,118,Teaching,3,Fish
M,Tim,Canada,26,169,74,Unemployed,0,Spaghetti
M,Joel,Sweden,22,195,87,Computer Science,1,Steak
F,Emma,UK,23,191,120,Biology,3,Sushi
F,Hannah,Spain,20,179,106,Teaching,3,Fish
M,Pedro,Spain,26,158,100,Business,2,Fish
M,Kim,Korea,25,157,72,Finance,1,Garlic butter naans
M,Sofyan,Germany,23,166,91,Biology,0,Garlic butter naans
F,Isabel,Italy,29,150,85,Mathematics,3,Fish
M,Tom,Russia,21,158,52,Theater,3,Fish
M,Sofyan,Chile,22,174,77,Unemployed,1,Garlic butter naans
M,Charlie,Korea,27,191,88,Biology,2,Garlic butter naans
F,Sabrina,Luxembourg,25,195,103,Literature,1,Fish
F,Sara,Italy,25,154,112,Literature,2,Pizza
M,Yannick,South Africa,26,155,71,Music,3,Kebab
M,Tom,South Africa,20,152,49,Mathematics,0,Steak
M,Kevin,Jamaica,20,154,111,Music,2,Steak
M,Tom,US,27,168,59,Medecine,3,Fish
M,Sam,Luxembourg,23,185,76,Theater,1,Sushi
M,Yannick,Italy,21,170,83,Mathematics,0,Garlic butter naans
M,Roy,China,25,157,56,Mathematics,1,Steak
M,Valentin,Spain,27,162,56,Finance,2,Steak
F,Teresa,Germany,21,153,92,Medecine,1,Salad
F,Marie,Jamaica,29,161,93,Teaching,0,Garlic butter naans
F,Lucie,Greece,20,175,92,Psychology,2,Steak
F,Ivy,Korea,26,170,65,Unemployed,2,Sushi
F,Charlie,Chile,25,172,86,Psychology,1,Hamburger
F,Jamie,Russia,30,178,104,Unemployed,0,Steak
F,Ivy,Spain,25,156,107,Medecine,2,Spaghetti
F,Marie,Italy,25,183,118,Finance,2,Gnocchi
M,Sofyan,Canada,26,153,69,Computer Science,2,Spaghetti
M,Roy,Canada,26,174,118,Theater,1,Garlic butter naans
M,Kevin,Russia,24,194,92,Teaching,3,Hamburger
F,Marie,US,22,184,113,Medecine,3,Salad
F,Sam,Germany,22,170,64,Business,1,Salad
F,Marie,Japan,27,150,77,Business,3,Hamburger
M,Carlos,UK,30,192,103,Psychology,0,Sushi
F,Isabel,Italy,21,170,87,Medecine,2,Salad
F,Zoey,Korea,27,190,115,Finance,2,Steak
M,Charlie,Spain,27,155,102,Teaching,3,Hamburger
F,Sabrina,US,21,168,95,Teaching,2,Fish
M,Pedro,Japan,30,171,77,Computer Science,1,Kebab
M,Tom,Germany,25,174,103,Medecine,1,Spaghetti
F,Mia,Canada,21,164,111,Computer Science,2,Kebab
F,Emma,China,20,185,95,Medecine,1,Kebab
F,Sabrina,US,29,155,116,Teaching,0,Gnocchi
M,Yannick,Sweden,26,172,95,Unemployed,1,Steak
M,Jude,South Africa,23,174,76,Business,1,Spaghetti
F,Marie,China,22,152,57,Finance,1,Gnocchi
F,Sam,US,20,194,88,Finance,0,Hamburger
F,Hannah,Chile,30,178,81,Computer Science,0,Pizza
F,Teresa,UK,26,181,110,Finance,1,Garlic butter naans
M,Pedro,Russia,21,184,115,Biology,0,Hamburger
F,Sam,Italy,30,189,88,Medecine,1,Fish
F,Olivia,France,22,174,76,Business,3,Hamburger
M,Tom,France,29,185,94,Finance,1,Salad
M,Sam,Chile,20,187,96,Teaching,1,Steak
M,Jude,Greece,26,174,117,Theater,0,Kebab
M,Louis,Japan,27,187,108,Physics,3,Spaghetti
F,Olivia,Jamaica,26,171,96,Biology,3,Hamburger
M,Tom,South Africa,21,187,120,Literature,1,Pizza
F,Emma,Japan,27,169,94,Physics,2,Hamburger
M,Fabio,Japan,25,158,63,Mathematics,3,Pizza
M,Sam,US,23,184,85,Business,0,Pizza
M,Louis,Germany,24,171,100,Medecine,1,Garlic butter naans
M,Kim,UK,20,162,108,Biology,0,Fish
M,Jude,China,22,173,116,Literature,2,Fish
F,Jude,France,28,182,72,Finance,2,Spaghetti
F,Emma,Jamaica,21,182,105,Business,2,Hamburger
F,Jeanne,Germany,24,168,90,Literature,3,Salad
M,Kevin,France,25,175,79,Teaching,3,Hamburger
F,Zoey,Japan,26,156,59,Medecine,1,Pizza
M,Tom,Chile,20,195,101,Unemployed,2,Spaghetti
M,Yannick,Korea,29,172,74,Music,3,Sushi
M,Sofyan,Russia,29,154,116,Finance,0,Salad
M,Valentin,Japan,22,191,105,Physics,3,Garlic butter naans
M,Joel,Spain,30,186,118,Mathematics,3,Gnocchi
M,Yannick,France,30,167,114,Mathematics,1,Kebab
F,Ivy,UK,30,180,106,Psychology,0,Spaghetti
F,Jeanne,Italy,27,167,74,Mathematics,1,Sushi
M,Jim,Canada,30,185,78,Unemployed,0,Garlic butter naans
M,Joel,Greece,20,166,111,Biology,3,Gnocchi
M,Charlie,Chile,21,190,118,Unemployed,3,Steak
M,Sofyan,US,30,176,78,Literature,2,Garlic butter naans
M,Tim,Jamaica,28,164,65,Business,3,Sushi
M,Pedro,UK,28,162,56,Finance,1,Hamburger
F,Zoey,Luxembourg,21,190,87,Music,0,Garlic butter naans
F,Marie,UK,29,176,119,Unemployed,0,Fish
M,Jude,Germany,22,169,67,Physics,3,Salad
M,Sam,Korea,22,160,79,Theater,0,Gnocchi
F,Ivy,China,23,159,84,Physics,3,Fish
F,Sara,US,21,194,104,Teaching,3,Gnocchi
F,Sabrina,Russia,28,176,91,Theater,1,Steak
M,Charlie,Russia,30,175,88,Business,3,Steak
F,Mia,Sweden,24,180,100,Biology,2,Kebab
M,Tom,US,25,154,93,Psychology,3,Fish
M,Fabio,France,25,178,111,Biology,0,Pizza
M,Sofyan,China,22,183,118,Business,1,Garlic butter naans
M,Charlie,Korea,25,179,106,Psychology,0,Salad
M,Sofyan,Luxembourg,27,188,101,Psychology,0,Fish
F,Kim,US,24,193,108,Finance,3,Kebab
M,Roy,US,29,179,100,Biology,1,Fish
M,Carlos,France,23,187,111,Mathematics,3,Salad
F,Jamie,Korea,24,187,106,Psychology,0,Kebab
M,Fabio,Luxembourg,26,179,98,Computer Science,3,Sushi
F,Mia,Germany,27,192,113,Psychology,2,Kebab
F,Ivy,Chile,25,163,114,Medecine,0,Spaghetti
F,Olivia,Korea,28,152,52,Music,3,Kebab
F,Elsa,France,21,151,97,Computer Science,2,Steak
F,Ivy,Italy,25,162,97,Mathematics,2,Garlic butter naans
M,Carlos,Greece,27,156,80,Theater,2,Steak
F,Sara,US,20,176,91,Literature,0,Gnocchi
M,Kevin,Italy,21,186,79,Literature,3,Spaghetti
F,Sophie,Jamaica,20,176,110,Psychology,1,Pizza
F,Ivy,Spain,27,164,116,Medecine,1,Spaghetti
M,Carlos,UK,29,151,71,Psychology,3,Garlic butter naans
M,Roy,Luxembourg,28,161,116,Computer Science,3,Kebab
M,Carlos,Spain,30,161,114,Biology,0,Sushi
F,Marie,UK,20,167,88,Music,3,Spaghetti
M,Sam,Chile,20,183,108,Computer Science,0,Gnocchi
F,Emma,South Africa,21,154,73,Physics,2,Pizza
F,Hannah,Canada,27,175,75,Mathematics,3,Spaghetti
M,Joel,Korea,28,174,117,Psychology,1,Pizza
F,Sabrina,Chile,21,190,83,Biology,2,Hamburger
F,Sam,Chile,28,165,113,Psychology,2,Fish
F,Jeanne,Chile,25,188,113,Computer Science,1,Spaghetti
M,Jim,Russia,27,179,113,Unemployed,2,Steak
F,Teresa,Russia,28,194,105,Biology,3,Gnocchi
M,Jamie,France,20,169,115,Biology,1,Steak
M,Valentin,Russia,24,167,88,Physics,1,Garlic butter naans
F,Ivy,Russia,27,178,72,Medecine,0,Kebab
M,Kevin,China,29,183,98,Business,2,Pizza
M,Sofyan,China,20,179,88,Physics,1,Salad
M,Yannick,Russia,20,192,101,Unemployed,3,Sushi
M,Jamie,Sweden,24,181,72,Finance,0,Garlic butter naans
F,Mia,Chile,24,152,54,Finance,1,Fish
M,Carlos,Jamaica,22,170,73,Mathematics,0,Salad
F,Hannah,Italy,23,191,115,Medecine,1,Gnocchi
F,Emma,Greece,30,191,98,Music,1,Garlic butter naans
F,Isabel,Spain,21,156,88,Teaching,0,Hamburger
F,Sara,Japan,29,158,52,Biology,0,Sushi
F,Lucie,US,20,154,100,Computer Science,3,Fish
F,Jamie,Luxembourg,28,162,64,Literature,2,Sushi
F,Jamie,Spain,21,150,56,Theater,2,Kebab
M,Joel,Jamaica,30,159,73,Teaching,1,Salad
M,Eric,South Africa,30,152,119,Unemployed,2,Sushi
M,Eric,Korea,30,194,118,Medecine,3,Garlic butter naans
M,Eric,Italy,27,176,105,Biology,3,Garlic butter naans
M,Tom,Japan,25,167,107,Biology,1,Gnocchi
F,Hannah,UK,23,180,79,Theater,2,Garlic butter naans
F,Mia,Luxembourg,27,187,94,Computer Science,2,Garlic butter naans
F,Mia,Luxembourg,29,179,114,Business,0,Kebab
F,Hannah,Canada,24,193,92,Finance,2,Garlic butter naans
M,Carlos,Jamaica,26,193,114,Literature,2,Pizza
M,Roy,France,24,168,118,Finance,3,Sushi
F,Sabrina,Germany,29,159,80,Computer Science,0,Gnocchi
M,Tom,UK,30,176,89,Music,0,Hamburger
F,Jeanne,France,26,160,89,Psychology,1,Hamburger
F,Jude,US,26,180,108,Finance,1,Spaghetti
M,Jude,Italy,29,167,98,Biology,0,Hamburger
M,Louis,US,24,187,92,Psychology,0,Sushi
F,Jude,Germany,23,166,88,Business,3,Kebab
F,Sophie,Japan,20,154,46,Biology,2,Kebab
M,Pedro,South Africa,23,183,109,Music,2,Steak
M,Sam,Japan,30,163,74,Mathematics,1,Fish
F,Mia,France,29,174,67,Computer Science,2,Garlic butter naans
F,Olivia,Spain,23,183,104,Biology,3,Kebab
F,Sophie,Jamaica,21,165,77,Music,3,Sushi
F,Ivy,Greece,25,170,100,Psychology,1,Gnocchi
F,Jamie,Japan,23,174,120,Physics,3,Fish
F,Ivy,Sweden,20,188,85,Music,2,Sushi
F,Ivy,China,27,193,87,Business,0,Gnocchi
F,Charlie,Italy,26,173,115,Theater,2,Garlic butter naans
M,Charlie,South Africa,29,173,68,Business,3,Fish
M,Tom,South Africa,29,156,49,Literature,3,Pizza
F,Hannah,Chile,24,151,118,Music,2,Fish
M,Louis,China,27,191,94,Finance,1,Pizza
M,Fabio,Japan,24,174,115,Theater,3,Spaghetti
M,Pedro,Jamaica,26,162,119,Business,3,Spaghetti
M,Sam,France,24,171,88,Physics,3,Salad
M,Charlie,UK,30,157,63,Unemployed,3,Garlic butter naans
M,Yannick,Japan,22,174,90,Finance,3,Steak
M,Charlie,Canada,28,187,99,Medecine,2,Sushi
M,Kevin,Germany,20,182,120,Music,1,Steak
M,Valentin,Sweden,27,190,109,Music,2,Gnocchi
M,Fabio,Greece,25,191,88,Finance,2,Gnocchi
F,Lucie,Canada,20,150,53,Physics,3,Spaghetti
M,Louis,Korea,23,168,107,Unemployed,1,Garlic butter naans
F,Mia,Germany,30,155,58,Medecine,3,Hamburger
F,Jamie,Spain,20,188,95,Music,1,Spaghetti
M,Kim,Germany,27,194,102,Business,3,Gnocchi
M,Carlos,Jamaica,25,159,71,Biology,1,Garlic butter naans
M,Louis,Japan,30,162,103,Music,0,Gnocchi
M,Eric,Luxembourg,22,152,93,Music,2,Hamburger
